Variable,Term,Beta,StandardError,Z,P,LRT,Wald,LogRank,HR,HRlower,HRupper
ILMN_1763064,ILMN_1763064,0.301583442,0.10461476,2.88280013,0.003941574,0.00458493,0.003941574,0.003743604,1.351997924,1.101356147,1.659679652
ILMN_1798038,ILMN_1798038,-0.310675124,0.105380164,-2.948136639,0.003196957,0.001467256,0.003196957,0.00375276,0.732951956,0.596177731,0.901104724
ILMN_1781591,ILMN_1781591,0.300191517,0.103942216,2.888061563,0.00387624,0.004468802,0.00387624,0.003755596,1.350117354,1.101274911,1.655187866
ILMN_1899051,ILMN_1899051,-0.362329044,0.119597605,-3.029567718,0.00244904,0.000280997,0.00244904,0.003755757,0.696053298,0.55060586,0.879921971
ILMN_1699931,ILMN_1699931,0.346006251,0.119421459,2.897354085,0.003763248,0.00462473,0.003763248,0.00375709,1.413411451,1.118450777,1.786159901
ILMN_1756038,ILMN_1756038,-0.345410197,0.118581456,-2.912851712,0.003581446,0.003085632,0.003581446,0.003759285,0.707929903,0.561117146,0.893155292
ILMN_1715069,ILMN_1715069,0.3777475,0.130466984,2.895349369,0.003787368,0.003943944,0.003787368,0.003765343,1.4589945,1.129795802,1.884114764
ILMN_1824318,ILMN_1824318,-0.311986926,0.105726454,-2.950888007,0.003168618,0.000847821,0.003168618,0.003773913,0.731991098,0.594992208,0.900534428
ILMN_1898204,ILMN_1898204,0.353305146,0.121959004,2.896917271,0.003768491,0.003723377,0.003768491,0.003776312,1.423765534,1.121054646,1.808215419
ILMN_1915167,ILMN_1915167,0.317369326,0.10865607,2.920861439,0.00349065,0.004830226,0.00349065,0.003777305,1.373509751,1.110052533,1.699495275
ILMN_1693195,ILMN_1693195,-0.34128131,0.118238075,-2.886390956,0.003896878,0.003350581,0.003896878,0.003781564,0.710858908,0.563818054,0.896247262
ILMN_1653750,ILMN_1653750,0.434228936,0.149710197,2.900463322,0.003726114,0.013389529,0.003726114,0.003784403,1.543772253,1.151197081,2.070221344
ILMN_1859848,ILMN_1859848,-0.422373319,0.143996433,-2.933220696,0.003354653,0.000230434,0.003354653,0.003788452,0.655489287,0.494305693,0.869231757
ILMN_1811227,ILMN_1811227,0.324233667,0.112421736,2.884083445,0.003925547,0.003738087,0.003925547,0.003789628,1.382970424,1.109479641,1.723877682
ILMN_1842510,ILMN_1842510,-0.351559574,0.121735859,-2.887888379,0.003878375,0.003349638,0.003878375,0.003799704,0.703589933,0.554239999,0.893184892
ILMN_1851865,ILMN_1851865,0.343239678,0.114097837,3.00829259,0.002627201,0.005834132,0.002627201,0.00380123,1.40950655,1.127059498,1.762736322
ILMN_1761380,ILMN_1761380,0.495536529,0.171661181,2.886712804,0.003892894,0.007106398,0.003892894,0.003801283,1.641378649,1.172439706,2.297878396
ILMN_1671149,ILMN_1671149,0.336742853,0.117768362,2.859366023,0.004244887,0.007098828,0.004244887,0.00380134,1.400378914,1.111734163,1.763965855
ILMN_1888354,ILMN_1888354,0.346533206,0.119490867,2.900081121,0.003730661,0.002674729,0.003730661,0.003802639,1.414156452,1.118888085,1.787344504
ILMN_1756088,ILMN_1756088,-0.26428698,0.090820668,-2.909987198,0.003614436,0.003202186,0.003614436,0.003813691,0.767753178,0.64256184,0.917335742
ILMN_1827993,ILMN_1827993,-0.405175733,0.136049492,-2.978149549,0.002899945,0.000229049,0.002899945,0.003813981,0.666859611,0.510774112,0.870642679
ILMN_1782246,ILMN_1782246,0.315416293,0.10839775,2.909804805,0.003616545,0.004077285,0.003616545,0.003814415,1.37082986,1.108447744,1.695320789
ILMN_1783593,ILMN_1783593,0.246257112,0.086178933,2.857509403,0.0042698,0.008388366,0.0042698,0.00382977,1.279228436,1.080419624,1.514620204
ILMN_1876192,ILMN_1876192,0.325958183,0.112113116,2.907404543,0.003644416,0.00412517,0.003644416,0.003829813,1.385357436,1.112067075,1.725808872
ILMN_1680624,ILMN_1680624,0.309607555,0.106165658,2.916268403,0.003542456,0.001854304,0.003542456,0.003832423,1.36289015,1.106859458,1.678144001
ILMN_1899245,ILMN_1899245,-0.326883155,0.112990018,-2.893026845,0.003815487,0.003518215,0.003815487,0.003844608,0.721168003,0.577908619,0.899940356
ILMN_1754233,ILMN_1754233,0.32129701,0.110367889,2.91114575,0.00360106,0.00069144,0.00360106,0.00385062,1.378915072,1.110688311,1.711917517
ILMN_1818692,ILMN_1818692,-0.320965622,0.108964462,-2.94559911,0.003223299,0.000437183,0.003223299,0.003851258,0.72544819,0.585943422,0.898167052
ILMN_1906560,ILMN_1906560,-0.432131202,0.143848439,-3.004072927,0.002663915,7.36E-05,0.002663915,0.003857675,0.649124204,0.48964778,0.860541495
ILMN_1863162,ILMN_1863162,-0.330556556,0.114547161,-2.885768201,0.003904596,0.002278171,0.003904596,0.00386098,0.718523724,0.574035024,0.899381256
ILMN_1680781,ILMN_1680781,0.309960215,0.106244161,2.917432939,0.003529255,0.002235876,0.003529255,0.003874457,1.363370871,1.107079521,1.678994235
ILMN_1915029,ILMN_1915029,-0.309806775,0.107509109,-2.881679324,0.003955621,0.000758577,0.003955621,0.00388212,0.73358869,0.594211028,0.905658664
ILMN_1782110,ILMN_1782110,0.391440548,0.135493168,2.889005806,0.003864619,0.002623635,0.003864619,0.003886962,1.479109989,1.134144723,1.929001046
ILMN_1871756,ILMN_1871756,0.301646076,0.104779577,2.878863285,0.003991113,0.005747213,0.003991113,0.003890171,1.352082608,1.101069389,1.660319863
ILMN_1678684,ILMN_1678684,0.297114562,0.102479145,2.899268542,0.003740344,0.004109437,0.003740344,0.003903071,1.345969488,1.101044339,1.645377755
ILMN_1665778,ILMN_1665778,0.275264871,0.095231964,2.890467224,0.003846696,0.006038339,0.003846696,0.003907695,1.316879432,1.092658428,1.587112125
ILMN_1653566,ILMN_1653566,-0.339388893,0.116811919,-2.905430329,0.003667485,0.000708333,0.003667485,0.00391193,0.712205423,0.566467229,0.895438498
ILMN_1898718,ILMN_1898718,-0.323016156,0.109986427,-2.936872883,0.0033154,0.001669114,0.0033154,0.003913253,0.723962158,0.583573079,0.898124374
ILMN_1910894,ILMN_1910894,-0.312301447,0.107678167,-2.900322832,0.003727785,0.002532921,0.003727785,0.003914607,0.731760908,0.592534146,0.90370155
ILMN_1701911,ILMN_1701911,0.458032027,0.158980387,2.881059968,0.003963402,0.005246796,0.003963402,0.003917946,1.580959636,1.157701062,2.158962667
ILMN_1888740,ILMN_1888740,0.34233055,0.117813252,2.905704958,0.003664268,0.003993367,0.003664268,0.00391876,1.408225709,1.117865227,1.774006025
ILMN_1872197,ILMN_1872197,-0.319146963,0.110773001,-2.881089793,0.003963027,0.003296025,0.003963027,0.003922571,0.726768733,0.584932949,0.90299716
ILMN_1839320,ILMN_1839320,-0.305193145,0.10637048,-2.869152652,0.004115731,0.004528498,0.004115731,0.003927814,0.736981016,0.598292535,0.907818477
ILMN_1702030,ILMN_1702030,-0.267606755,0.091438271,-2.926638399,0.00342647,0.004473722,0.00342647,0.003927972,0.765208637,0.639657455,0.91540285
ILMN_1902305,ILMN_1902305,-0.315249067,0.106127435,-2.970476661,0.00297338,0.000762266,0.00297338,0.003928388,0.72960713,0.59258852,0.898307252
ILMN_1737126,ILMN_1737126,0.33930358,0.117873117,2.878549315,0.003995088,0.005672085,0.003995088,0.003929609,1.403969498,1.11435584,1.768851816
ILMN_1897598,ILMN_1897598,-0.300825039,0.100832105,-2.983425169,0.002850417,0.000674026,0.002850417,0.003933634,0.740207268,0.607470094,0.9019486
ILMN_1905477,ILMN_1905477,0.249380691,0.085805913,2.906334555,0.003656902,0.006443563,0.003656902,0.003937958,1.283230454,1.084592338,1.518248231
ILMN_1805336,ILMN_1805336,-0.280793477,0.097819709,-2.870520468,0.004097967,0.00515111,0.004097967,0.003951079,0.755184282,0.623431375,0.914781198
ILMN_1899384,ILMN_1899384,-0.28656345,0.099394244,-2.883099044,0.003937836,0.002595773,0.003937836,0.003957162,0.750839436,0.617934639,0.912329271
ILMN_1882573,ILMN_1882573,0.309947013,0.10743352,2.885012169,0.003913985,0.005430944,0.003913985,0.003963665,1.363352872,1.104487231,1.682890488
ILMN_1681993,ILMN_1681993,-0.345918342,0.120494775,-2.870816117,0.004094136,0.000872679,0.004094136,0.003964307,0.707570263,0.558732887,0.896055503
ILMN_1764577,ILMN_1764577,0.286440359,0.098596752,2.905170336,0.003670533,0.006040209,0.003670533,0.003967212,1.331678743,1.097674967,1.615567749
ILMN_1735402,ILMN_1735402,-0.318658226,0.110020986,-2.896340407,0.003775426,0.001232504,0.003775426,0.003968958,0.727124019,0.586082101,0.902107978
ILMN_1757287,ILMN_1757287,0.319583964,0.109789633,2.910875603,0.003604175,0.001940864,0.003604175,0.00397114,1.376554949,1.110044648,1.707051633
ILMN_1728058,ILMN_1728058,-0.286711476,0.096812929,-2.961499866,0.003061446,0.001367125,0.003061446,0.003972871,0.750728301,0.620976941,0.907590837
ILMN_1885743,ILMN_1885743,0.299343166,0.103188403,2.900938076,0.003720474,0.004342499,0.003720474,0.003978244,1.348972466,1.101967935,1.651342707
ILMN_1869400,ILMN_1869400,-0.350204685,0.119636435,-2.927241067,0.003419837,0.000448425,0.003419837,0.003979387,0.704543865,0.557279824,0.890723182
ILMN_1825090,ILMN_1825090,-0.509967404,0.175270234,-2.909606447,0.003618841,0.001058121,0.003618841,0.003979851,0.600515153,0.425925534,0.846670181
ILMN_1800912,ILMN_1800912,0.330329893,0.11321958,2.917603947,0.003527321,0.002152732,0.003527321,0.003982485,1.391427074,1.114519749,1.73713324
ILMN_1802160,ILMN_1802160,0.214781348,0.075568209,2.842218331,0.00448008,0.016277052,0.00448008,0.003988582,1.239590828,1.068943076,1.437481056
ILMN_1805992,ILMN_1805992,0.340296759,0.118154193,2.880107347,0.003975398,0.002742102,0.003975398,0.003995945,1.405364584,1.114848807,1.77158517
ILMN_1742790,ILMN_1742790,-0.276060556,0.095656688,-2.885951433,0.003902324,0.00372978,0.003902324,0.003996995,0.758766981,0.629050198,0.915232733
ILMN_1790575,ILMN_1790575,0.263824989,0.091338831,2.888420913,0.003871814,0.003653305,0.003871814,0.003997961,1.30190033,1.088503884,1.557132218
ILMN_1836255,ILMN_1836255,0.31256894,0.108610972,2.877876282,0.004003621,0.005693529,0.004003621,0.004004795,1.366932174,1.104834275,1.691207097
ILMN_1696133,ILMN_1696133,0.315602752,0.109830753,2.873537169,0.004059033,0.004512682,0.004059033,0.004006402,1.371085486,1.105545006,1.700406046
ILMN_1905725,ILMN_1905725,-0.304766847,0.106269885,-2.867857129,0.004132621,0.003810771,0.004132621,0.004019807,0.737295257,0.598665664,0.908026514
ILMN_1857239,ILMN_1857239,0.295943132,0.10291607,2.875577457,0.004032892,0.005353674,0.004032892,0.004021572,1.344393701,1.098813917,1.644859422
ILMN_1705686,ILMN_1705686,0.285683778,0.100154242,2.852438133,0.004338526,0.007665324,0.004338526,0.004029221,1.330671601,1.093501652,1.619281423
ILMN_1704321,ILMN_1704321,0.307230378,0.106337558,2.889199112,0.003862244,0.003704988,0.003862244,0.004039974,1.359654167,1.103859411,1.674723643
ILMN_1691092,ILMN_1691092,-0.297623102,0.103600113,-2.872806735,0.004068429,0.002316015,0.004068429,0.004044035,0.742581164,0.60612103,0.909763492
ILMN_1785405,ILMN_1785405,0.292868607,0.101466056,2.886370261,0.003897134,0.010196816,0.003897134,0.004044569,1.340266677,1.098558418,1.635156342
ILMN_1842593,ILMN_1842593,-0.288876424,0.099828102,-2.893738506,0.003806851,0.004170643,0.003806851,0.004049761,0.749104771,0.615983003,0.910995849
ILMN_1686109,ILMN_1686109,0.379539692,0.134693792,2.817796475,0.004835445,0.012780761,0.004835445,0.004052705,1.461611643,1.122484701,1.90319618
ILMN_1901805,ILMN_1901805,-0.288334746,0.099774929,-2.889851673,0.003854236,0.002315279,0.003854236,0.00405822,0.749510654,0.616380991,0.91139446
ILMN_1908082,ILMN_1908082,-0.285843901,0.098918091,-2.889702975,0.00385606,0.002212359,0.00385606,0.00406906,0.751379896,0.618956801,0.912134332
ILMN_1798807,ILMN_1798807,0.311969925,0.108128025,2.885190276,0.003911772,0.006431433,0.003911772,0.004069452,1.366113606,1.105218321,1.688595231
ILMN_1901852,ILMN_1901852,-0.314644025,0.109617863,-2.870371815,0.004099894,0.003268118,0.004099894,0.004074282,0.730048707,0.588904594,0.905021154
ILMN_1870097,ILMN_1870097,-0.335766568,0.117400376,-2.860012705,0.00423624,0.004021169,0.00423624,0.004099219,0.714789941,0.567867548,0.899725053
ILMN_1653039,ILMN_1653039,-0.271875764,0.09519029,-2.856129155,0.004288406,0.005714791,0.004288406,0.004103341,0.761948917,0.632265863,0.918231058
ILMN_1831325,ILMN_1831325,-0.294931957,0.10029808,-2.940554358,0.003276255,0.00101986,0.003276255,0.004108255,0.74458225,0.611700447,0.906330425
ILMN_1683690,ILMN_1683690,0.32766529,0.11444797,2.863006577,0.004196419,0.003923598,0.004196419,0.004111872,1.387724409,1.108880992,1.736686849
ILMN_1693604,ILMN_1693604,0.316369454,0.108749569,2.90915594,0.00362406,0.00598378,0.00362406,0.004119435,1.372137104,1.108739978,1.698108004
ILMN_1659782,ILMN_1659782,0.299058233,0.102727821,2.911170794,0.003600771,0.002722583,0.003600771,0.004134566,1.348588154,1.10264893,1.649382645
ILMN_1816137,ILMN_1816137,-0.269014803,0.09353863,-2.875975458,0.00402781,0.00203179,0.00402781,0.00413577,0.764131944,0.636133299,0.917885652
ILMN_1746386,ILMN_1746386,-0.264295724,0.090503458,-2.920283168,0.003497135,0.003747802,0.003497135,0.004136733,0.767746465,0.642955836,0.916757577
ILMN_1749180,ILMN_1749180,0.304542564,0.106874857,2.849524868,0.004378458,0.005308974,0.004378458,0.004138384,1.356004576,1.099737695,1.671988164
ILMN_1797236,ILMN_1797236,0.267768706,0.094317781,2.839005585,0.004525436,0.007066029,0.004525436,0.004138743,1.307044793,1.086443212,1.57243938
ILMN_1705257,ILMN_1705257,-0.443428468,0.138539908,-3.200727324,0.001370812,0.000650559,0.001370812,0.004140972,0.641832144,0.489210849,0.842067385
ILMN_1882304,ILMN_1882304,0.30328938,0.105449649,2.876153528,0.004025539,0.006330258,0.004025539,0.004147007,1.354306317,1.101432787,1.665236066
ILMN_1711352,ILMN_1711352,-0.291119857,0.101809817,-2.8594478,0.004243793,0.003190894,0.004243793,0.00414901,0.747426088,0.612220093,0.912491706
ILMN_1800612,ILMN_1800612,0.295478688,0.103249732,2.861786478,0.004212606,0.003014496,0.004212606,0.004149776,1.343769451,1.09758568,1.645171188
ILMN_1705637,ILMN_1705637,0.313408196,0.109317646,2.866949732,0.004144488,0.004107028,0.004144488,0.004151676,1.368079862,1.104231422,1.694973058
ILMN_1771000,ILMN_1771000,-0.331774492,0.113525584,-2.922464512,0.003472732,0.000573329,0.003472732,0.004156121,0.71764914,0.574485427,0.896489736
ILMN_1664010,ILMN_1664010,0.342652926,0.117900891,2.906279347,0.003657548,0.001288333,0.003657548,0.00415864,1.408679761,1.118033597,1.774882861
ILMN_1895568,ILMN_1895568,-0.378811838,0.128366478,-2.951018397,0.003167281,0.000272312,0.003167281,0.004158842,0.68467443,0.532375873,0.880541549
ILMN_1709817,ILMN_1709817,0.370404707,0.126807928,2.920990128,0.003489209,0.000709389,0.003489209,0.004161492,1.448320641,1.129602425,1.856965454
ILMN_1886127,ILMN_1886127,-0.30451708,0.105955607,-2.874006286,0.004053009,0.004784029,0.004053009,0.004162291,0.737479432,0.599184178,0.90769405
ILMN_1743456,ILMN_1743456,0.318066274,0.108894056,2.920878205,0.003490463,0.002176846,0.003490463,0.004172727,1.37446735,1.110308436,1.701473604
ILMN_1667594,ILMN_1667594,0.369852434,0.129718746,2.851187253,0.004355631,0.005484078,0.004355631,0.004172886,1.447520994,1.122556153,1.866558765
ILMN_1869836,ILMN_1869836,-0.292972941,0.102921258,-2.846573651,0.004419251,0.004447062,0.004419251,0.00417615,0.746042327,0.609756916,0.912788588
ILMN_1679378,ILMN_1679378,-0.360632541,0.122465638,-2.944765139,0.003231999,0.002077456,0.003231999,0.004179949,0.697235157,0.548449112,0.886384631
ILMN_1866479,ILMN_1866479,-0.366288091,0.127903565,-2.863783283,0.004186143,0.001110803,0.004186143,0.004202207,0.693303038,0.539574468,0.890829961
ILMN_1703531,ILMN_1703531,0.312831705,0.110272041,2.836908641,0.004555264,0.006505043,0.004555264,0.004203598,1.367291403,1.101532593,1.697167921
ILMN_1655316,ILMN_1655316,0.3018025,0.103814901,2.9071212,0.003647718,0.001606115,0.003647718,0.004206966,1.352294122,1.103325756,1.657442857
ILMN_1852651,ILMN_1852651,0.325621378,0.114230338,2.85056829,0.004364118,0.003584868,0.004364118,0.004215495,1.38489092,1.107088981,1.732401724
ILMN_1655334,ILMN_1655334,-0.31802333,0.109699995,-2.899027751,0.003743218,0.002687837,0.003743218,0.004226704,0.727585814,0.586823392,0.90211318
ILMN_1659975,ILMN_1659975,0.273871212,0.096253764,2.845303915,0.004436907,0.005314894,0.004436907,0.004229022,1.315045429,1.088953672,1.588079021
ILMN_1766798,ILMN_1766798,0.286641491,0.100413935,2.854598726,0.004309124,0.004754122,0.004309124,0.004230089,1.331946613,1.093992441,1.621658169
ILMN_1764927,ILMN_1764927,0.340804365,0.119496732,2.851997373,0.004344546,0.00519771,0.004344546,0.004231237,1.406078136,1.11248369,1.777154795
ILMN_1763603,ILMN_1763603,0.30394586,0.106732479,2.847735422,0.004403151,0.006051018,0.004403151,0.004236217,1.355195684,1.099388423,1.670524542
ILMN_1668425,ILMN_1668425,0.232448616,0.080575015,2.884872123,0.003915727,0.003435089,0.003915727,0.004237223,1.261685614,1.077371725,1.477531432
ILMN_1753164,ILMN_1753164,0.279150016,0.097859942,2.852546301,0.004337049,0.004456214,0.004337049,0.004243566,1.322005652,1.091276437,1.601518079
ILMN_1666477,ILMN_1666477,-0.317333306,0.110537695,-2.870815293,0.004094147,0.002503525,0.004094147,0.004244692,0.728088038,0.586265097,0.904219259
ILMN_1833009,ILMN_1833009,-0.405877258,0.139028147,-2.919389104,0.003507182,0.000227227,0.003507182,0.004246253,0.666391956,0.507444761,0.875126268
ILMN_1887540,ILMN_1887540,-0.332865176,0.114859578,-2.898018447,0.003755285,0.00061483,0.003755285,0.004247272,0.716866839,0.572360746,0.897856934
ILMN_1725452,ILMN_1725452,0.32842579,0.114276044,2.873968849,0.004053489,0.003578184,0.004053489,0.004253054,1.388780175,1.110098622,1.737422546
ILMN_1895801,ILMN_1895801,-0.299579665,0.102017649,-2.93654744,0.003318881,0.001065935,0.003318881,0.004257822,0.741129678,0.606815443,0.905173403
ILMN_1769926,ILMN_1769926,0.276177723,0.096747102,2.854635618,0.004308623,0.004125312,0.004308623,0.004261812,1.318082096,1.090413397,1.593286012
ILMN_1716847,ILMN_1716847,0.312863225,0.108700729,2.878207241,0.003999423,0.003643202,0.003999423,0.004262992,1.3673345,1.104965056,1.692002499
ILMN_1868522,ILMN_1868522,-0.319241116,0.107794009,-2.961584972,0.0030606,0.000748476,0.0030606,0.004263543,0.726700309,0.588302804,0.897655656
ILMN_1744137,ILMN_1744137,0.301867803,0.105772112,2.85394511,0.004317999,0.004350834,0.004317999,0.004272041,1.352382434,1.099173212,1.663921779
ILMN_1776396,ILMN_1776396,-0.254600838,0.089601806,-2.841469949,0.004490608,0.005326481,0.004490608,0.004277917,0.775225877,0.650367852,0.924054223
ILMN_1685078,ILMN_1685078,0.351951603,0.124001495,2.838285148,0.004535664,0.004351497,0.004535664,0.004278879,1.421839709,1.115065489,1.813012938
ILMN_1795720,ILMN_1795720,-0.278294472,0.096170553,-2.893759716,0.003806593,0.002011336,0.003806593,0.004279638,0.757073851,0.6270147,0.914110651
ILMN_1785179,ILMN_1785179,0.235126706,0.081382257,2.889164233,0.003862673,0.002363277,0.003862673,0.004279904,1.265069051,1.078553092,1.48383952
ILMN_1733769,ILMN_1733769,0.268946578,0.095338686,2.820959554,0.004788024,0.009903932,0.004788024,0.004284217,1.308585232,1.085549366,1.57744582
ILMN_1864746,ILMN_1864746,-0.307603644,0.107064899,-2.873057815,0.004065197,0.001609244,0.004065197,0.004289433,0.735206664,0.596040304,0.906866255
ILMN_1914256,ILMN_1914256,-0.261006117,0.091247395,-2.860422681,0.004230767,0.001409872,0.004230767,0.004291802,0.770276208,0.6441345,0.921120413
ILMN_1673357,ILMN_1673357,0.346276939,0.121974594,2.838926763,0.004526554,0.006878256,0.004526554,0.004293995,1.413794097,1.113169251,1.795606326
ILMN_1892511,ILMN_1892511,-0.498702613,0.16297493,-3.059995868,0.0022134,4.27E-05,0.0022134,0.004294951,0.607318075,0.441257088,0.835873812
ILMN_1795927,ILMN_1795927,-0.298452823,0.103206246,-2.891809685,0.003830299,0.00245076,0.003830299,0.004299579,0.741965285,0.606086024,0.908307504
ILMN_1852059,ILMN_1852059,-0.475950409,0.167855906,-2.835470141,0.004575829,5.26E-05,0.004575829,0.00430022,0.621294292,0.447113886,0.863329478
ILMN_1746632,ILMN_1746632,0.356263188,0.124865939,2.853165492,0.004328607,0.003791684,0.004328607,0.004306328,1.427983327,1.11798778,1.823934409
ILMN_1792075,ILMN_1792075,0.536731136,0.187225299,2.866766082,0.004146894,0.014175394,0.004146894,0.004309247,1.710406627,1.185039721,2.468685884
ILMN_1682600,ILMN_1682600,0.282084557,0.097248563,2.900655258,0.003723833,0.005676289,0.003723833,0.00431945,1.325890828,1.095795819,1.604301146
ILMN_1766663,ILMN_1766663,-0.394569366,0.13653183,-2.88994417,0.003853102,0.000147677,0.003853102,0.004342205,0.673970211,0.515732615,0.880758425
ILMN_1666385,ILMN_1666385,0.320002821,0.112150944,2.853322591,0.004326468,0.000647456,0.004326468,0.004344532,1.37713165,1.105382038,1.715688799
ILMN_1695852,ILMN_1695852,0.284689848,0.099211374,2.869528327,0.004110845,0.006204512,0.004110845,0.004354442,1.329349664,1.094435963,1.614686093
ILMN_1663281,ILMN_1663281,0.291379708,0.101891076,2.859717635,0.004240184,0.004058109,0.004240184,0.004354477,1.338272641,1.096010609,1.634084238
ILMN_1677920,ILMN_1677920,0.321603766,0.11632752,2.764640445,0.005698557,0.031105502,0.005698557,0.004356898,1.379338127,1.098127017,1.732562481
ILMN_1777882,ILMN_1777882,0.31554814,0.111572953,2.828177718,0.004681381,0.009194021,0.004681381,0.004359095,1.371010611,1.101716227,1.706129082
ILMN_1889673,ILMN_1889673,-0.294089317,0.101614657,-2.894162381,0.003801715,0.001107957,0.003801715,0.004360368,0.745209928,0.610638355,0.909438185
ILMN_1699022,ILMN_1699022,0.301638997,0.10641009,2.834684175,0.004587101,0.004306373,0.004587101,0.004360687,1.352073036,1.097548497,1.665622521
ILMN_1734472,ILMN_1734472,0.23512414,0.080761919,2.911324333,0.003599002,0.014589091,0.003599002,0.004363977,1.265065804,1.079862467,1.482032702
ILMN_1671046,ILMN_1671046,0.26642868,0.095567857,2.787848213,0.00530594,0.012164902,0.00530594,0.004364754,1.305294492,1.082333244,1.574185882
ILMN_1763560,ILMN_1763560,-0.311756538,0.109160351,-2.855950321,0.004290823,0.002179621,0.004290823,0.004369776,0.732159759,0.591137345,0.906824645
ILMN_1864079,ILMN_1864079,-0.32720471,0.113400442,-2.885391853,0.003909267,0.002476104,0.003909267,0.00437903,0.720936145,0.577258277,0.900375006
ILMN_1754400,ILMN_1754400,0.273609871,0.09619862,2.844218258,0.004452054,0.002824096,0.004452054,0.004390501,1.314701798,1.088786791,1.587492457
ILMN_1729482,ILMN_1729482,0.313900759,0.109709554,2.861198033,0.004220433,0.003964171,0.004220433,0.004391411,1.368753894,1.10392718,1.697111238
ILMN_1776674,ILMN_1776674,0.323633277,0.111248614,2.909099407,0.003624716,0.002825692,0.003624716,0.004404437,1.382140352,1.111366123,1.718886253
ILMN_1716397,ILMN_1716397,0.204644543,0.072812472,2.810569895,0.004945385,0.012510307,0.004945385,0.004412138,1.22708881,1.063892891,1.415318178
ILMN_1871962,ILMN_1871962,-0.273533795,0.096685098,-2.829120524,0.004667612,0.002138004,0.004667612,0.004414822,0.760686629,0.629371797,0.91939955
ILMN_1786381,ILMN_1786381,-0.328944309,0.115105251,-2.857769777,0.004266298,0.002896936,0.004266298,0.004415012,0.719683096,0.574332687,0.901818353
ILMN_1907966,ILMN_1907966,-0.35985185,0.126887381,-2.835994005,0.00456833,0.004156125,0.00456833,0.004416766,0.697779694,0.544141179,0.894798116
ILMN_1729216,ILMN_1729216,0.314123682,0.112048846,2.803453082,0.005055859,0.009453444,0.005055859,0.004424935,1.369059054,1.09912233,1.705290341
ILMN_1892560,ILMN_1892560,0.324072624,0.113915297,2.844856071,0.004443149,0.005357514,0.004443149,0.004429265,1.382747724,1.106058444,1.728653019
ILMN_1905257,ILMN_1905257,0.309697977,0.107948257,2.86894837,0.00411839,0.006296478,0.00411839,0.004430912,1.363013391,1.103098767,1.684169685
ILMN_1652977,ILMN_1652977,-0.298210524,0.102557273,-2.907746231,0.003640436,0.001941896,0.003640436,0.004436342,0.742145084,0.607004493,0.907372732
ILMN_1671337,ILMN_1671337,0.321183944,0.113125153,2.839191235,0.004522804,0.00673995,0.004522804,0.004436577,1.378759172,1.104577289,1.720999403
ILMN_1727426,ILMN_1727426,0.308114727,0.10781831,2.857721742,0.004266944,0.006738071,0.004266944,0.004440021,1.360857108,1.101634211,1.68107712
ILMN_1917079,ILMN_1917079,-0.331679683,0.116815414,-2.839348612,0.004520574,0.004432119,0.004520574,0.004440885,0.717717183,0.570847211,0.90237448
ILMN_1880922,ILMN_1880922,-0.285129371,0.100744143,-2.830232725,0.004651416,0.002809518,0.004651416,0.004442787,0.751916971,0.617186357,0.916059025
ILMN_1803180,ILMN_1803180,0.314964611,0.107958269,2.917466283,0.003528878,0.000467434,0.003528878,0.004444761,1.370210819,1.10890195,1.693096211
ILMN_1651735,ILMN_1651735,0.319281559,0.11221679,2.845220935,0.004438063,0.001824717,0.004438063,0.004446618,1.376138735,1.104442511,1.714673057
ILMN_1724489,ILMN_1724489,0.264654448,0.092870881,2.849703225,0.004376004,0.004121652,0.004376004,0.004447132,1.302980651,1.086140804,1.563110943
ILMN_1885169,ILMN_1885169,-0.311706312,0.108726439,-2.866886055,0.004145322,0.003430973,0.004145322,0.004454484,0.732196534,0.591670009,0.906099272
ILMN_1694509,ILMN_1694509,-0.277332651,0.097931239,-2.831912005,0.004627058,0.007582281,0.004627058,0.00446722,0.757802372,0.625455965,0.918153262
ILMN_1682354,ILMN_1682354,-0.313586225,0.110731539,-2.831950398,0.004626502,0.003708622,0.004626502,0.004469073,0.730821361,0.588242469,0.90795869
ILMN_1724367,ILMN_1724367,0.295605467,0.104101902,2.839577981,0.004517325,0.005730489,0.004517325,0.004469441,1.343939824,1.095892927,1.64813022
ILMN_1696407,ILMN_1696407,0.366879226,0.127331931,2.881282195,0.003960609,0.000248242,0.003960609,0.004470887,1.443223604,1.124471589,1.852331702
ILMN_1911706,ILMN_1911706,-0.325364514,0.113202153,-2.874190173,0.00405065,0.003356514,0.00405065,0.004470962,0.72226403,0.578546326,0.9016829
ILMN_1803476,ILMN_1803476,0.303193626,0.104972457,2.888315996,0.003873106,0.001429503,0.003873106,0.004479357,1.354176643,1.102357856,1.663520036
ILMN_1651429,ILMN_1651429,0.286521881,0.101274912,2.829149648,0.004667187,0.006889878,0.004667187,0.004494496,1.331787308,1.09201728,1.624202718
ILMN_1892499,ILMN_1892499,0.364544868,0.127887553,2.850510946,0.004364905,0.004062481,0.004364905,0.004496379,1.439858534,1.120628705,1.850026319
ILMN_1868222,ILMN_1868222,-0.349882986,0.123324303,-2.837096804,0.004552581,0.000366386,0.004552581,0.004497745,0.704770553,0.553444292,0.897473403
